Slate Grey,#434750,67,71,80,30.04212188720703,-2.484656572341919,-0.6786292791366577
Anthracite Grey,#293133,41,49,51,19.622966766357422,-4.958434581756592,1.4808204174041748
Black Grey,#23282B,35,40,43,15.704194068908691,-3.3497438430786133,0.8015362024307251
Umbra Grey,#332F2C,51,47,44,19.74765396118164,-0.4835326075553894,6.2723307609558105
Concrete Grey,#686C5E,104,108,94,44.957176208496094,-6.805579662322998,13.392833709716797
Graphite Grey,#474A51,71,74,81,31.373929977416992,-2.5318961143493652,0.7509739995002747
Granite Grey,#2F353B,47,53,59,21.757291793823242,-3.4324398040771484,-0.3628343641757965
Stone Grey,#8B8C7A,139,140,122,57.7734375,-6.652139663696289,16.838777542114258
Blue Grey,#474B4E,71,75,78,31.599254608154297,-3.6595773696899414,2.8788976669311523
Pebble Grey,#B8B799,184,183,153,73.8980484008789,-8.076906204223633,24.144670486450195
Cement Grey,#7D8471,125,132,113,54.14027786254883,-9.001914024353027,16.306591033935547
Yellow Grey,#8F8B66,143,139,102,57.48935317993164,-6.8111982345581055,27.04056167602539
Light Grey,#CBD0CC,203,208,204,83.0023422241211,-7.447083473205566,11.889019966125488
Platinum Grey,#7F7679,127,118,121,50.53361129760742,0.4938952624797821,6.809353828430176
Dusty Grey,#7D7F7D,125,127,125,52.97193145751953,-4.647333145141602,8.15419864654541
Agate Grey,#B5B8B1,181,184,177,74.3865737915039,-6.733828544616699,12.670188903808594
Quartz Grey,#6C6960,108,105,96,44.4791145324707,-3.2205440998077393,11.658366203308105
Window Grey,#9DA1AA,157,161,170,66.1275405883789,-4.418116569519043,3.9143617153167725
Traffic Grey A,#8D948D,141,148,141,60.57985305786133,-7.595826148986816,10.819580078125
Traffic Grey B,#4E5452,78,84,82,35.1293830871582,-5.448163986206055,5.761478900909424
Silk Grey,#CAC4B0,202,196,176,79.24053955078125,-5.320111274719238,20.39877700805664
Telegrey 1,#909090,144,144,144,59.789241790771484,-3.943671941757202,8.119806289672852
Telegrey 2,#82898F,130,137,143,56.650726318359375,-5.489896297454834,3.890338897705078
Telegrey 4,#D0D0D0,208,208,208,83.4827651977539,-5.179733753204346,10.659503936767578
Pearl Mouse Grey,#898176,137,129,118,54.451961517333984,-2.0406458377838135,14.233260154724121
Green Brown,#826C34,130,108,52,46.874717712402344,0.4321260452270508,38.787567138671875
Ochre Brown,#955F20,149,95,32,45.604087829589844,15.280441284179688,47.266178131103516
Signal Brown,#6C3B2A,108,59,42,30.902301788330078,18.11541175842285,24.10626983642578
Clay Brown,#734222,115,66,34,33.595760345458984,16.740676879882812,32.04469680786133
Copper Brown,#8E402A,142,64,42,37.54059600830078,29.438783645629883,33.62235641479492
Fawn Brown,#59351F,89,53,31,26.32747459411621,12.42800235748291,24.076566696166992
Olive Brown,#6F4F28,111,79,40,36.501365661621094,7.658600330352783,32.06781005859375
Nut Brown,#5B3A29,91,58,41,28.104129791259766,10.99770450592041,20.521188735961914
Red Brown,#592321,89,35,33,22.011743545532227,23.002965927124023,17.466413497924805
Sepia Brown,#382C1E,56,44,30,19.07659339904785,2.0849156379699707,14.349868774414062
Chestnut Brown,#633A34,99,58,52,29.457998275756836,15.471891403198242,15.98020076751709
Mahogany Brown,#4C2F27,76,47,39,22.892303466796875,10.664163589477539,14.39979076385498
Chocolate Brown,#45322E,69,50,46,22.913286209106445,6.271120071411133,9.856161117553711
Grey Brown,#403A3A,64,58,58,25.0484619140625,0.5264689326286316,5.330594062805176
Black Brown,#212121,33,33,33,12.752449989318848,-1.5084619522094727,3.1044790744781494
Orange Brown,#A65E2E,166,94,46,47.843753814697266,23.521760940551758,44.23619079589844
Beige Brown,#79553D,121,85,61,39.66012954711914,10.085655212402344,24.933521270751953
Pale Brown,#755C48,117,92,72,41.254119873046875,5.2331647872924805,20.79119110107422
Terra Brown,#4E3B31,78,59,49,26.78339958190918,5.092767238616943,13.600720405578613
Pearl Copper,#763C28,118,60,40,32.695133209228516,21.71824073791504,27.86187171936035
Cream,#FDF4E3,253,244,227,96.56078338623047,-4.845043659210205,20.83388328552246
Grey White,#E7EBDA,231,235,218,92.3930435180664,-9.191237449645996,18.92413902282715
Signal White,#F4F4F4,244,244,244,96.18986511230469,-5.8395304679870605,12.022393226623535
Signal Black,#282828,40,40,40,16.12509536743164,-1.6781857013702393,3.4462571144104004
Jet Black,#0A0A0A,10,10,10,2.7566416263580322,-0.47528302669525146,0.8555094599723816
White Aluminium,#A5A5A5,165,165,165,67.743408203125,-4.356159687042236,8.974271774291992
Grey Aluminium,#8F8F8F,143,143,143,59.40583038330078,-3.935286283493042,8.079606056213379
Pure White,#FFFFFF,255,255,255,100.0,-6.038827896118164,12.430581092834473
Graphite Black,#1C1C1C,28,28,28,10.279454231262207,-1.4047765731811523,2.828875780105591
Traffic White,#F6F6F6,246,246,246,96.88568115234375,-5.881998062133789,12.098944664001465
Traffic Black,#1E1E1E,30,30,30,11.275823593139648,-1.4907244443893433,2.9397571086883545
Papyrus White,#CFD3CD,207,211,205,84.11249542236328,-7.412837982177734,13.051538467407227
Pearl Light Grey,#9C9C9C,156,156,156,64.35948181152344,-4.183707237243652,8.613039016723633
Pearl Dark Grey,#828282,130,130,130,54.36868667602539,-3.665354013442993,7.541170120239258
Cloudy Blue,#acc2d9,172,194,217,77.31848907470703,-8.870773315429688,-3.3138844966888428
Dark Pastel Green,#56ae57,86,174,87,64.1573486328125,-44.91202163696289,42.24542999267578
Dust,#b2996e,178,153,110,64.71200561523438,0.7652554512023926,33.26304244995117
Electric Lime,#a8ff04,168,255,4,91.8729476928711,-53.779598236083984,92.09915161132812
Fresh Green,#69d84f,105,216,79,77.78836059570312,-56.195587158203125,61.84260940551758
Light Eggplant,#894585,137,69,133,40.00142288208008,33.12986373901367,-15.675110816955566
Nasty Green,#70b23f,112,178,63,66.38801574707031,-40.43555450439453,55.51559066772461
Really Light Blue,#d4ffff,212,255,255,96.98527526855469,-19.904817581176758,7.594322681427002
Tea,#65ab7c,101,171,124,64.4159927368164,-34.83846664428711,24.638277053833008
Warm Purple,#952e8f,149,46,143,38.39110565185547,48.29268264770508,-23.74773597717285
Yellowish Tan,#fcfc81,252,252,129,97.1380615234375,-17.6270809173584,66.63461303710938
Cement,#a5a391,165,163,145,66.78146362304688,-5.9306159019470215,17.935346603393555
Dark Grass Green,#388004,56,128,4,47.44785690307617,-40.950294494628906,53.0401611328125
Dusty Teal,#4c9085,76,144,133,55.101749420166016,-28.130447387695312,6.507209300994873
Grey Teal,#5e9b8a,94,155,138,59.46442794799805,-27.4105281829834,10.331258773803711
Macaroni And Cheese,#efb435,239,180,53,77.36222839355469,9.007124900817871,74.16578674316406
Pinkish Tan,#d99b82,217,155,130,69.67292785644531,16.877561569213867,30.588464736938477
Spruce,#0a5f38,10,95,56,35.03201675415039,-34.43942642211914,19.94953727722168
Strong Blue,#0c06f7,12,6,247,29.023561477661133,62.62862014770508,-96.87216186523438
Toxic Green,#61de2a,97,222,42,79.14241027832031,-62.189517974853516,74.69632720947266
Windows Blue,#3778bf,55,120,191,48.85226058959961,-6.104487895965576,-34.394256591796875
Blue Blue,#2242c7,34,66,199,33.394832611083984,26.407623291015625,-63.802181243896484
Blue With A Hint Of Purple,#533cc6,83,60,198,35.17186737060547,36.47419357299805,-60.193580627441406
Booger,#9bb53c,155,181,60,69.96183776855469,-25.9271297454834,61.428096771240234
Bright Sea Green,#05ffa6,5,255,166,88.9450912475586,-71.90419006347656,37.44231033325195
Dark Green Blue,#1f6357,31,99,87,37.53505325317383,-26.98440933227539,5.9979424476623535
Deep Turquoise,#017374,1,115,116,43.29711151123047,-30.565473556518555,-1.9405471086502075
Green Teal,#0cb577,12,181,119,65.2254638671875,-54.80116653442383,27.827533721923828
Strong Pink,#ff0789,255,7,137,55.995033264160156,79.0978775024414,8.6117525100708
Bland,#afa88b,175,168,139,68.87814331054688,-5.399284362792969,24.105403900146484
Deep Aqua,#08787f,8,120,127,45.368892669677734,-29.54576873779297,-4.934589385986328
Lavender Pink,#dd85d7,221,133,215,67.2881088256836,38.56707000732422,-17.016630172729492
Light Moss Green,#a6c875,166,200,117,76.6611099243164,-26.6939754486084,45.109291076660156
Light Seafoam Green,#a7ffb5,167,255,181,93.05658721923828,-43.75665283203125,36.7945671081543
Olive Yellow,#c2b709,194,183,9,73.5251693725586,-12.036267280578613,78.0876235961914
Pig Pink,#e78ea5,231,142,165,69.07384490966797,31.816970825195312,11.910277366638184
Deep Lilac,#966ebd,150,110,189,52.99862289428711,24.076173782348633,-26.237201690673828
Desert,#ccad60,204,173,96,72.2959213256836,-0.0263381227850914,50.279014587402344
Dusty Lavender,#ac86a8,172,134,168,60.463253021240234,15.122088432312012,-3.2930731773376465
Purpley Grey,#947e94,148,126,148,55.420677185058594,7.8996357917785645,-0.4172062873840332
Purply,#983fb2,152,63,178,43.12955093383789,46.832706451416016,-35.84029006958008
Candy Pink,#ff63e9,255,99,233,66.61430358886719,65.7288589477539,-26.96630096435547
Light Pastel Green,#b2fba5,178,251,165,92.28752899169922,-40.50470733642578,43.31586837768555
Boring Green,#63b365,99,179,101,66.43477630615234,-41.732357025146484,38.66926574707031
Kiwi Green,#8ee53f,142,229,63,83.17860412597656,-50.99894332885742,73.6383285522461
Light Grey Green,#b7e1a1,183,225,161,85.34100341796875,-27.779321670532227,35.9422607421875
Orange Pink,#ff6f52,255,111,82,65.07838439941406,49.78200149536133,50.29533767700195
Tea Green,#bdf8a3,189,248,163,92.0622787475586,-35.822025299072266,44.07666778564453
Very Light Brown,#d3b683,211,182,131,75.70064544677734,0.6906059384346008,38.007938385009766
Egg Shell,#fffcc4,255,252,196,98.18643188476562,-11.252172470092773,37.865455627441406
Eggplant Purple,#430541,67,5,65,13.682384490966797,31.77297592163086,-16.45339584350586
Powder Pink,#ffb2d0,255,178,208,80.72956085205078,26.51303482055664,7.254059314727783
Reddish Grey,#997570,153,117,112,52.75429153442383,10.240147590637207,15.341368675231934
Baby Shit Brown,#ad900d,173,144,13,61.05879211425781,-1.1217851638793945,66.94573211669922
Liliac,#c48efd,196,142,253,67.74114227294922,31.974857330322266,-36.12248611450195
Stormy Blue,#507b9c,80,123,156,49.49522018432617,-11.520524024963379,-14.343174934387207
Ugly Brown,#7d7103,125,113,3,47.503028869628906,-6.215968132019043,55.62710952758789
Custard,#fffd78,255,253,120,97.5545654296875,-17.46219253540039,70.90885162353516
Darkish Pink,#da467d,218,70,125,53.19484329223633,56.94777297973633,10.249685287475586
Deep Brown,#410200,65,2,0,10.709228515625,27.652095794677734,17.228450775146484
Greenish Beige,#c9d179,201,209,121,81.7654800415039,-17.376312255859375,50.33867645263672
Manilla,#fffa86,255,250,134,96.91433715820312,-15.245440483093262,64.31452178955078
Off Blue,#5684ae,86,132,174,53.14506149291992,-10.592973709106445,-18.413387298583984
Battleship Grey,#6b7c85,107,124,133,50.85487747192383,-8.33936595916748,0.47974666953086853
Browny Green,#6f6c0a,111,108,10,44.669517517089844,-9.849259376525879,51.280113220214844
Bruise,#7e4071,126,64,113,36.58763122558594,29.38646697998047,-9.534708023071289
Kelley Green,#009337,0,147,55,53.11515808105469,-52.743404388427734,42.82805252075195
Sickly Yellow,#d0e429,208,228,41,86.89408111572266,-27.245264053344727,84.5793685913086
Sunny Yellow,#fff917,255,249,23,96.08631896972656,-18.56728172302246,96.82921600341797
Azul,#1d5dec,29,93,236,43.07045364379883,21.01044273376465,-67.73194122314453
Darkgreen,#054907,5,73,7,26.229761123657227,-32.6910400390625,32.77131271362305
Green/yellow,#b5ce08,181,206,8,78.7796859741211,-28.360305786132812,81.73406219482422
Lichen,#8fb67b,143,182,123,70.07128143310547,-26.067256927490234,33.29120635986328
Light Light Green,#c8ffb0,200,255,176,94.81440734863281,-33.87443542480469,41.866607666015625
Pale Gold,#fdde6c,253,222,108,89.45299530029297,-4.117661476135254,66.49950408935547
Sun Yellow,#ffdf22,255,223,34,89.50865936279297,-6.125690460205078,90.01260375976562
Tan Green,#a9be70,169,190,112,74.01382446289062,-21.28354263305664,44.142215728759766
Burple,#6832e3,104,50,227,37.876365661621094,51.383548736572266,-71.30848693847656
Butterscotch,#fdb147,253,177,71,78.31609344482422,16.707433700561523,69.36663818359375
Toupe,#c7ac7d,199,172,125,71.9093017578125,0.5747776627540588,35.70357131958008
Dark Cream,#fff39a,255,243,154,95.35484313964844,-10.574736595153809,53.55482864379883
Indian Red,#850e04,133,14,4,28.218114852905273,44.61006546020508,41.57020568847656
Light Lavendar,#efc0fe,239,192,254,83.44103240966797,19.737092971801758,-11.917889595031738
Poison Green,#40fd14,64,253,20,87.78323364257812,-78.37896728515625,85.7548599243164
Baby Puke Green,#b6c406,182,196,6,76.06739044189453,-23.33102035522461,79.82156372070312
Bright Yellow Green,#9dff00,157,255,0,91.32573699951172,-57.39597702026367,91.64755249023438
Charcoal Grey,#3c4142,60,65,66,27.084882736206055,-4.186144828796387,3.3327994346618652
Squash,#f2ab15,242,171,21,75.4469223022461,14.243417739868164,80.58428192138672
Cinnamon,#ac4f06,172,79,6,45.34780502319336,32.86262130737305,56.870235443115234
Light Pea Green,#c4fe82,196,254,130,93.75171661376953,-38.96890640258789,61.03830337524414
Radioactive Green,#2cfa1f,44,250,31,86.5977783203125,-79.6560287475586,83.1427230834961
Raw Sienna,#9a6200,154,98,0,46.9028205871582,15.247418403625488,57.68378448486328
Baby Purple,#ca9bf7,202,155,247,71.05870056152344,25.98123550415039,-27.81804656982422
Cocoa,#875f42,135,95,66,44.12542724609375,10.859952926635742,28.36193084716797
Light Royal Blue,#3a2efe,58,46,254,35.80079650878906,54.09157180786133,-89.17132568359375
Orangeish,#fd8d49,253,141,73,70.41710662841797,34.74626541137695,60.34108352661133
Rust Brown,#8b3103,139,49,3,33.878177642822266,34.66150665283203,47.146446228027344
Sand Brown,#cba560,203,165,96,70.15479278564453,3.679299831390381,47.655460357666016
Swamp,#698339,105,131,57,51.453433990478516,-22.23451805114746,41.06825256347656
Tealish Green,#0cdc73,12,220,115,77.54222106933594,-67.77376556396484,45.908626556396484
Burnt Siena,#b75203,183,82,3,47.734493255615234,35.59257507324219,60.083133697509766
Camo,#7f8f4e,127,143,78,56.9562873840332,-17.635051727294922,38.19114685058594
Dusk Blue,#26538d,38,83,141,34.495967864990234,-2.333263635635376,-29.668617248535156
